ID,Tweet Text,Relevance,Information Type,Event
[1066464842800873479],['تشكيل لجنة لحصر المتضررين من أمطار #الليث وتسكينهم\n:\nhttps://t.co/tcFeiPE9jL\n\n- https://t.co/yzrdkzaOL5'],Related,Donations and volunteering,Al Lith floods
[1066464829953716225],['تمكن فريق السلام من تحرير 36  سيارة وتقديم المساعدة الغذائية لبعض الأسر المتضررة..\n\nإنهار السد وانهمرت السيول.. هكذا فك احتجاز 87 حالة داخل مركبات ومنازل #الليث.\n\nhttps://t.co/GgHIJF0NHo https://t.co/FnC6ZIXLMj'],Related,Affected individuals,Al Lith floods
[1066464775683694592],"['الليث"".. عيادات طبية متكاملة للقرى والأحياء المتضررة من جراء السيول https://t.co/31IZqvpYln via @SabqOrg https://t.co/4iTgxrXMgo']""",Related,Affected individuals,Al Lith floods
[1066464676152791040],['عاجل | أمير \u2067#مكة_المكرمة\u2069 يوجّه بتشكيل لجنة للإيواء بمحافظة الليث عقب \u2067الأمطار\u2069 الغزيرة على المنطقة وماخلفته من أضرار. https://t.co/sghmDY1Hss'],Related,Affected individuals,Al Lith floods
[1066464602882547712],['قال الإمام الليث رحمه الله :\nأسرع من تصل إليه الرحمة من الناس المستمع للقرآن الكريم ؛ لقوله تعالى :\n( وإذا قرئ القرآن فاستمعوا له وانصتوا لعلكم ترحمون ) .\nتفسير القرطبي \nهذا حال المستمع فكيف بحال القارئ..'],Not related,Not applicable,Al Lith floods
[1066464366718001152],['سحاب ممطر جنوب محطة خمس نجوم طريق الساحل القديم مكه الليث https://t.co/xuMGGA8v7B'],Not related,Not applicable,Al Lith floods
[1066463638930759686],['#الليث قصيده علي منقاش عن سد الليث قبل٣سنوات (ليتهم سمعوا رسالتك)😨👌🏼 https://t.co/OO1wsoYHfU'],Related,Not applicable,Al Lith floods
[1066463552045793282],"['بر #الليث"" .. مبادرة تجمع المتطوعين لتوفير المساكن ونقل الأسر المتضررة من السيول. https://t.co/DM4wP7ToQU']""",Related,Donations and volunteering,Al Lith floods
[1066463420277510145],['بعد مباراة الشباب مع النصر تفائلت خير حيث أني لم اجد فوارق كبيرة فقط ثلاث لاعبين أجانب يصنعون الفارق وخصوصاً خط الهجوم سيعود الليث بطل'],Not related,Not applicable,Al Lith floods
[1066463352434712581],['جميل وجود ابو الوليد في هذا الوقت حيث أنه أطلع على الكثير من جوانب النقص في الليث ورجل محنك مثل ابو الوليد سيصنع الفارق في المستقبل القريب'],Not related,Not applicable,Al Lith floods
[1066462968626454528],"['بلدي الليث"" يعقد اجتماعًا طارئًا لمناقشة أضرار السيول والمشروعات ذات الأولوية https://t.co/Uq3LcqfRFq']""",Related,Infrastructure and utilities damage,Al Lith floods
[1066462824912904193],"['أكثر من عشرون عاماً ومازال تحت التنفيذ!!\nماهذا التصريح المستفز يا وزارة البيئة، هل أصبحت أرواح المواطنين رخيصة إلى هذا الحد.\nنطالب نحن أهالي #محافظة_الليث بتشكيل لجنة عليا تقف ميدانياً على هذا المشروع فقد سئمنا تصريحات بعض المسؤولين حتى أصابنا الإشمئزاز من وعودهم الواهية #الليث https://t.co/dRdUFI4ulu']",Related,Sympathy and emotional support,Al Lith floods
[1066462797238857728],['أشغلهم الهلال \n\nالصرامي يشكك في الاتحاد السعودي وأن لجانه تتحكم فيها المصالح الخاصة\nويقول تم طرد اللاعب لابعاده عن المباراة القادمة للنصر ضد الهلال والصحيح المباراة القادمة لـ #النصر ضد #الوحدة\n\n https://t.co/lF0u1JViHd\n#الليث\n#النصر_الشباب'],Not related,Not applicable,Al Lith floods
[1066462695539580929],['@alsiyassi @Nawal_non المتضررة الليث كله تضرر وش ذَا العلم'],Not related,Not applicable,Al Lith floods
[1066462384477388801],"['بسبب محاصرتها بالتجمعات المائية التي تشكِّل خطرًا على الطلاب.. \nعدد من قادة المدارس في #الليث"" يعلقون الدراسة غدًا. \n\nhttps://t.co/Xe902lUT4w https://t.co/fRRy3TOKPA']""",Related,Caution and advice,Al Lith floods
[1066462375136698368],['عدة جهات تعلن تعليق الدراسة غداً في «الليث».. تعرف عليها\n\nhttps://t.co/fajH9G4kLe \n\n#التعليم #تعليق_الدراسة #السعودية #عاجل https://t.co/9xvP1ViA03'],Related,Caution and advice,Al Lith floods
[1066462324255539201],['#فيديو 🔴\n.\n.\nشاهد سيول منقولة تندفع نحو بعض أحياء محافظة #الليث والأمن يستنفر .\n.\n. https://t.co/GkO5AIL6Ly'],Related,Infrastructure and utilities damage,Al Lith floods
[1066462225160916993],"['قبل ٢٧ عام دخلت السيول منزلنا ب #الليث، البارحة تكرر الحدث .. الحمدلله رغم كبره، إلا أن الضرر طفيف ..\nفي ليلة تكاتف فيها المواطن، والمسؤول، ورجل الأمن 🇸🇦 https://t.co/AwszG5I0qP']",Related,Affected individuals,Al Lith floods
[1066461963553783808],['شاهد كمية مياه ومخلفات وغثاء السيل ولحظة فتح طريق الساحل الجديد الليث في خضراء يوم امس 15/3/1440 https://t.co/1qhEi351xI'],Related,Infrastructure and utilities damage,Al Lith floods
[1066461657868705792],"['حتى الأن تعليق الدراسة ليوم غداً في:\n\n1-كلية العلوم الصحية\nبفرع جامعة أم القرى "" بـ #الليث.\n\n2-المؤسسة العامة للتدريب التقني والمهني\nفي محافظة "" الليث ""\n\nسنوافيكم بالمستجدات فوراً ..']""",Related,Caution and advice,Al Lith floods
[1066461540696637441],['@MEWAspokesman تحت التنفيذ من 18 سنة ارحموا عقولنا احنا أهل الديره ونعرف أوديتها وحجم السيول المنقوله ووزارتكم ياسادة خارج الخدمة الكلام من المكاتب ما ينجز المشاريع ياليت تتكرمون وتنزلون الميدان وتأخذون براي السكان في المنطقة لا تكون مشاريعكم ارتجالية يا صاح والله يحفظ الليث واهلها .'],Related,Caution and advice,Al Lith floods
[1066461511491694592],['#فيديو \n.\n.\nشاهد سيول منقولة تندفع نحو بعض أحياء محافظة #الليث والأمن يستنفر .\n.\n. https://t.co/5O3OEjkT6O'],Related,Infrastructure and utilities damage,Al Lith floods
[1066461376040833026],['@MEWAspokesman @saudiarabia_moa السيل القديم حدث عام ١٤١٣ و الآن ١٤٤٠ \nيعني ٢٧ سنه مرت بينها طفرت البترول و ما أشبه اليوم بالبارحه\n#الليث\n#الليث_الان'],Not related,Not applicable,Al Lith floods
[1066460951266959365],['@Abu_Sameh_ حياك الله خبيرنا الغالي القدير الكاسر11  أبو سامح إطلاله وحضور أعتز به كثيراً من خبير متمكن جمع بين العلم والأدب دمت موفقاً مسدداً أيها الشهم الفاضل وسعدت بأن نال العمل إستحسانك وقد كفيت ووفيت في تغطية أحداث الليث🌹'],Not related,Not applicable,Al Lith floods
[1066460930173796353],"['#الليث\nإذا قرأتها ، أعد تغريدها ♥️\n\nسُبحان الله وبحمده      \nعدد خلقه - ورضا نفسه - وزنة عرشه\nومداد كلماته ..\n\nسُبحان الله وبحمده  \nعدد خلقه - ورضا نفسه - وزنة عرشه\nومداد كلماته ..\n\nسُبحان الله وبحمده   \nعدد خلقه - ورضا نفسه - وزنة عرشه\nومداد كلماته ..\n\n #الليث']",Not related,Not applicable,Al Lith floods
[1066460452010565636],"['الليث"".. عيادات طبية متكاملة للقرى والأحياء المتضررة من جراء السيول https://t.co/1GuamohrHa']""",Related,Donations and volunteering,Al Lith floods
[1066460273593249794],['مقولة يتداولها البعض اذا سال يلملم تبعه الليث يقصدون السيول الكبيرة قد يكون ذلك صحيحا خاصة اذا ما علمنا ان الجبال المغذية لهما مشتركة يختلفون فقط في الجهات \nفالغربيه تصب في يلملم والجنوبيه تصب في الليث\nالمقطع لسيل يلملم يوم امس الذي نزل قبل الليث بسويعات\nhttps://t.co/EKpsrZzidb'],Related,Caution and advice,Al Lith floods
[1066460212654153728],['@alamattaqs هذا سد وادي الليث عندما انكسر يوم امس https://t.co/f6GlFPcNqD'],Related,Infrastructure and utilities damage,Al Lith floods
[1066460143532077056],['هذي القصيدة قبل ثلاث سنوات في سد الليث لا حياة لمن تنادي كانت ليلة سوداء خوف وهرع في النهار بانت الفضائح من المسؤول ؟؟؟؟؟؟ https://t.co/CopGtrDiEb'],Related,Caution and advice,Al Lith floods
[1066460066948284423],"[قال تعالى : \n\n{ وبِالأَسحار هم يستغفرون }\n{ وَالْمستغْفرِينَ بِالأَسحَار ِ }\n..\nأستغفر الله الذي لا إله إلا هو الحي القيوم وأتوب إليه ..\n..\n أستغفر الله الذي لا إله إلا هو الحي القيوم وأتوب إليه ..\n..\n أستغفر الله الذي لا إله إلا هو الحي القيوم وأتوب إليه ..\n'\n #الليث""]""",Not related,Not applicable,Al Lith floods
[1066459963122491393],['منطقة #مكة وسواحلها تشمل #جدة #الليث #رابغ  والمشاعر المقدسة..\n\nانتهاء الحالة الجوية الماطرة اعتبارا من هذه الليلة.\n\nانخفاض مستوى #التنبيه الى اللون الأخضر.\n\n#وسم #نظام_سيل #السعودية #طقس #رغد https://t.co/Qjfkogk7a8'],Related,Caution and advice,Al Lith floods
